0F,2165-165-165 165:165,inf,nan
0F,2165-165-165 165:165,inf,nan
0F,2014-03-23 11:15,inf,nan
0F,2014-03-23 11:15,inf,nan
0F,2014-03-23 11:15,inf,nan
0F,2014-03-23 11:20,-3861.12,nan
0F,2014-03-23 11:20,inf,ovf
0F,2014-03-23 11:20,inf,ovf
0F,2014-03-23 11:20,inf,ovf
0F,2014-03-23 11:20,inf,ovf
0F,2014-03-23 11:20,inf,ovf
0F,2014-03-23 11:20,inf,ovf
0F,2014-03-23 11:20,inf,ovf
0F,2014-03-23 11:20,inf,ovf
0F,2014-03-23 11:20,inf,ovf
0F,2014-03-23 11:20,inf,ovf
0F,2014-03-23 11:20,inf,ovf
0F,2014-03-23 11:20,inf,ovf
0F,2014-03-23 11:20,inf,ovf
0F,2014-03-23 11:20,inf,ovf
0F,2014-03-23 11:20,inf,ovf
0F,2014-03-23 11:20,inf,ovf
0F,2014-03-23 11:20,inf,ovf
0F,2014-03-23 11:21,inf,ovf
0F,2014-03-23 11:21,inf,ovf
0F,2014-03-23 11:21,inf,ovf
0F,2014-03-23 11:21,inf,ovf
0F,2014-03-23 11:21,inf,ovf
0F,2014-03-23 11:21,inf,ovf
0F,2014-03-23 11:21,inf,ovf
0F,2014-03-23 11:22,ovf,nan
0F,2014-03-23 11:22,inf,ovf
0F,2014-03-23 11:22,inf,ovf
0F,2014-03-23 11:53,-94.32,26.40
0F,2014-03-23 11:53,1.64,26.30
0F,2014-03-23 11:53,1.64,26.30
0F,2014-03-23 11:53,1.64,26.20
0F,2014-03-23 11:53,1.64,26.20
0F,2014-03-23 11:53,1.64,26.10
0F,2014-03-23 11:53,1.64,26.10
0F,2014-03-23 11:54,1.64,26.00
0F,2014-03-23 11:54,1.64,25.90
0F,2014-03-23 11:54,1.64,25.90
0F,2014-03-23 11:54,1.64,25.80
0F,2014-03-23 11:54,1.64,25.90
0F,2014-03-23 11:54,1.64,25.80
0F,2014-03-23 11:54,1.64,25.70
0F,2014-03-23 11:55,1.64,25.70
0F,2014-03-23 11:55,1.64,25.70
0F,2014-03-23 11:55,1.64,25.60
0F,2014-03-23 11:55,1.66,25.50
0F,2014-03-23 11:55,1.66,25.50
0F,2014-03-23 11:55,1.64,25.40
0F,2014-03-23 11:55,1.64,25.40
0F,2014-03-23 11:55,1.64,25.40
0F,2014-03-23 11:56,1.64,25.40
0F,2014-03-23 11:56,1.64,25.30
0F,2014-03-23 11:56,1.64,25.30
0F,2014-03-23 11:56,1.64,25.20
0F,2014-03-23 11:56,1.64,25.20
0F,2014-03-23 11:56,1.64,25.10
0F,2014-03-23 11:56,1.66,25.10
0F,2014-03-23 11:57,1.64,25.10
0F,2014-03-23 11:57,1.64,25.10
0F,2014-03-23 11:57,1.64,25.00
0F,2014-03-23 11:57,1.64,25.00
0F,2014-03-23 11:57,1.64,25.00
0F,2014-03-23 11:57,1.64,24.90
0F,2014-03-23 11:57,1.64,24.90
0F,2014-03-23 11:58,1.64,24.90
0F,2014-03-23 11:58,1.64,24.90
0F,2014-03-23 11:58,1.64,24.80
0F,2014-03-23 11:58,1.64,24.80
0F,2014-03-23 11:58,1.64,24.80
0F,2014-03-23 11:58,1.64,24.70
0F,2014-03-23 11:58,1.64,24.70
0F,2014-03-23 11:58,1.64,24.70
0F,2014-03-23 11:59,1.64,24.60
0F,2014-03-23 11:59,1.64,24.60
0F,2014-03-23 11:59,1.64,24.60
0F,2014-03-23 11:59,1.64,24.60
0F,2014-03-23 11:59,1.64,24.50
0F,2014-03-23 11:59,1.64,24.50
0F,2014-03-23 11:59,1.64,24.50
0F,2014-03-23 12:00,1.64,24.50
0F,2014-03-23 12:00,1.64,24.50
0F,2014-03-23 12:00,1.64,24.40
